county_FIPS,unemployed_num,unemployment_rate
54009,600,6.1
54011,1905,4.6
54013,263,10.9
54015,275,8.7
54017,167,4.3
54019,1016,6.4
54021,174,7.2
54023,334,5.6
54025,772,4.9
54027,409,3.9
54029,783,6.1
54031,292,4.9
54033,1615,4.8
54035,691,5.7
54037,916,3.1
54039,4255,5.1
54041,436,6.7
54043,495,6.9
54045,811,7.5
54047,422,9
54049,1352,5.3
54051,840,6
54053,679,6.8
54055,1256,5.9
54057,649,5.3
54059,588,8.7
54061,1983,3.7
54063,262,4.4
54065,312,4
54067,668,7.2
54069,993,4.7
54071,135,3.8
54073,201,7.1
54075,224,6
54077,759,5
54079,1244,4.7
54081,1591,5.4
54083,661,5.4
54085,244,5.5
54087,442,8.8
54089,261,5.9
54091,386,4.9
54093,178,5.2
54095,250,7.7
54097,584,6.2
54099,915,5.8
54101,210,6.3
54103,514,7.6
54105,175,7.9
54107,2003,5.5
54109,490,7.1
55000,102141,3.3
55001,415,5.1
55003,357,4.5
55005,856,3.5
55007,390,5.2
55009,4174,2.9
55011,245,3.7
55013,352,4.8
55015,775,2.8
55017,1162,3.5
55019,542,3
55021,931,2.9
55023,324,4.1
55025,7672,2.4
55027,1394,2.9
55029,591,3.8
55031,1040,4.4
55033,794,3.3
55035,1714,2.9
55037,106,4.6
55039,1607,2.8
55041,201,5
55043,880,3.1
55045,576,2.7
55047,361,3.7
55049,403,2.9
55051,160,6.2
55053,346,3.3
55055,1444,3.2
55057,449,3.3
55059,3441,3.9
55061,343,3.1
55063,1961,2.9
55065,254,2.5
55067,402,4.2
55069,546,3.5
55071,1460,3.5
55073,2155,2.9
55075,868,4.4
55077,289,3.8
55078,95,5.9
55079,19063,4
55081,686,2.9
55083,724,3.5
55085,696,3.8
55087,3108,3
55089,1346,2.7
55091,147,3.5
55093,840,3.3
55095,927,3.7
55097,1208,3.1
55099,252,3.7
55101,4011,4
55103,276,3
55105,3125,3.7
55107,307,4.4
55109,1552,3.1
55111,1025,2.9
55113,369,4.6
55115,685,3.2
55117,1724,2.8
55119,383,3.5
55121,499,3
55123,482,3.1
55125,437,4.3
55127,1883,3.3
55129,308,3.9
55131,2145,2.8
55133,6501,2.9
55135,839,3.2
55137,449,3.9
55139,2773,3
55141,1299,3.7
56000,12704,4.3
56001,609,2.9
56003,236,4.4
56005,1164,5
56007,328,4.1
56009,346,4.6
56011,135,3.6
56013,1113,5.7
56015,207,3
56017,95,4
56019,182,4.3
56021,1833,3.8
56023,334,3.8
56025,2149,5.4
56027,37,2.8
56029,693,4.4
56031,183,3.8
56033,640,4
56035,198,4.6
56037,1015,4.7
56039,452,2.9
56041,430,4.7
56043,171,4.1
56045,154,4.1
72000,118942,10.8
72001,658,15.1
72003,1534,12.9
72005,2159,14.5
72007,827,12.5
72009,932,14.2
72011,1121,12.5
72013,2760,11.7
72015,887,17.7
72017,824,14
72019,837,11.4
72021,4969,7.7
72023,1899,13.6
72025,4309,9.1
72027,1090,11.6
72029,1561,9.7
72031,4754,7.8
72033,706,9.1
72035,1628,10.1
72037,509,13.5
72039,619,16.1
72041,1282,8.4
72043,1680,16.2
72045,582,11.8
72047,1019,11.3
72049,40,4.4
72051,883,6.9
72053,1482,13.3
72054,480,14.3
72055,741,18.3
72057,1838,15.6
72059,834,16.4
72061,1939,5.3
72063,1282,7.3
72065,1828,14
72067,705,12.7
72069,2426,14
72071,1687,13.4
72073,552,13
72075,1939,12.9
72077,1423,11.5
72079,1064,19.4
72081,1347,18.6
72083,578,20.6
72085,1347,12
72087,809,9.6
72089,799,12.8
72091,1223,10.6
72093,406,20.1
72095,510,17.3
72097,3157,14
72099,1574,14.7
72101,996,12.4
72103,893,11.1
72105,847,11.8
72107,727,14.3
72109,915,19.7
72111,1048,17.5
72113,5307,11.6
72115,957,15.8
72117,713,15.3
72119,1645,9.7
72121,1073,16.8
72123,1401,18.7
72125,1570,15.7
72127,9303,7
72129,1527,12.8
72131,1867,17.7
72133,1318,13.5
72135,2054,7.7
72137,2362,8.1
72139,1578,5.9
72141,943,14
72143,1047,10.7
72145,1668,12.4
72147,438,14.5
72149,1467,19.4
72151,1488,16.5
72153,1751,17.2
